,sentence
5720,경찰은 동승자에 대해 음주운전 방조 혐의 적용을 검토하고 있으며 조만간 곽씨를 검찰에 송치할 방침이다.
5721,제작사 아이오케이컴퍼니 자사 준비 드라마와 빌런즈 거의 같아곽도원 음주와는 별개.
5722,빌런즈 방영 불투명 곽도원 / 사진연합뉴스내년 공개 예정이었던 유지태·곽도원 주연의 티빙 오리지널 시리즈 빌런즈가 방송금지가처분 소송에 휘말렸습니다.
5723,연예기획사 겸 드라마 제작사 아이오케이컴퍼니가 이 드라마의 각본에 대해 저작권법 위반을 주장하면서입니다.
5724,아이오케이컴퍼니는 빌런즈 제작사가 저작권법을 위반해 지난달 서울중앙지방법원에 드라마 제작배포방송금지 등에 대한 가처분 신청을 냈다며 빌런즈를 집필한 김형준 작가에 대해서도 저작권법 위반 혐의로 서울 강남경찰서에 고소장을 접수했다고 전했습니다.
5725,빌런즈를 제작한 태원엔터테인먼트는 김 작가는 저작권법 위반이 전혀 아니라는 입장이라며 양측이 원만히 합의 중이라고 전했습니다.
5726,곽도원의 소속사 마다엔터테인먼트는 입장문을 통해 불미스러운 일이 발생한 점에 대해 깊은 사죄의 말씀 드린다면서 이유를 불문하고 곽도원과 소속사는 변명의 여지 없이 책임을 통감하고 있다고 밝히기도 했습니다.
5727,내년 상반기에 공개할 예정이었던 곽도원 주연 드라마 빌런즈는 곽도원의 음주운전과 방송금지가처분 피소 등으로 공개 일정이 불투명해진 상태입니다.
5728,‘모든 날 모든 순간’ ‘커피 한 잔 할래요’ 등 다양한 발라드 곡으로 사랑받고 있는 ‘고막 남친’ 폴킴이 최근 예능에서도 두각을 드러내고 있다.
5729,그룹의 맏형이면서도 잔망미 넘치는 귀여운 모습과 재치만점 예능감이 엿보이는 코멘트로 활약하고 있다.
5730,K팝 걸그룹 메인 래퍼들의 보컬 전쟁이 펼쳐지는 JTBC ‘두 번째 세계’에서는 MC를 맡아 매끄러운 진행을 선보이는 것은 물론 보컬리스트로서 무대 위 아티스트들의 마음을 읽고 편안한 분위기를 조성하고 있다는 평가를 얻으며 MC로서도 합격점을 받았다.
5731,연애 리얼리티인 KBS Joy ‘비밀남녀’에서도 장도연 민경훈 지연과 함께 MC로 출연 청춘들의 러브라인을 쫓으며 시청자들이 보고 느낄 만한 다양한 감정을 대변하고 있다.
5732,성시경이 좋아하는 식당을 찾아가 좋아하는 음식을 술과 함께 먹으며 맛깔나는 입담으로 풀어내는 영상들은 수백만뷰의 조회수를 기록하는 등 인기를 모으며 ‘국밥부장관’ 등의 재미있는 별명을 얻기도 했다.
5733,그는 현직 스타들이 어플로 창조된 부캐(부캐릭터)를 통해 신인 가수로 ‘재’데뷔하는 인생 리셋 음악 버라이어티 JTBC ‘인생 리셋 재데뷔쇼 - 스타탄생’에서 참여자들의 스타 가능성을 평가하는 스타 메이커로 출연 중이다.
5734,이처럼 대한민국 대표 발라더들의 이색 활동에 대해 한 업계 관계자는 “과거 아이돌 발라드 가수들이 예능 등을 통해 실제 모습을 드러내지 않는 이른바 ‘신비주의’를 고수했다면 최근에는 오히려 예능이나 유튜브 콘텐츠를 통해 솔직한 모습을 드러내며 팬들과 소통하고 친밀감을 높이는데 애쓰고 있다.
5735,팬들 역시 무대에서와는 다른 아티스트들의 숨은 매력과 솔직함에 더욱 친근하게 느끼며 호응을 보내고 있다고 바라봤다.
5736,영화배우 곽도원 / 사진 매일경제영화배우 곽도원이 음주운전을 했을 당시 동승자가 있었던 것으로 확인됐습니다.
5737,조사 결과 곽도원이 음주운전을 하던 당시 술집에서 함께 술을 마신 남성이 타고 있던 것으로 파악됐습니다.
5738,곽도원은 동승자를 내려준 뒤 차를 몰다가 신호를 대기하던 중 잠에 들었습니다.
5739,음주운전으로 의심된다는 주민 신고가 경찰에 접수됐고 출동한 경찰은 차 안에서 잠든 곽도원을 발견했습니다.
5740,경찰은 동승자의 존재가 확인됨에 따라 동승자에 대해 음주운전 방조 혐의 적용을 검토한다는 계획입니다.
5741,경찰은 동승자에 대해 음주운전 방조 혐의 적용을 검토하는 한편 조만간 곽도원을 검찰에 송치한다는 방침이다.
5742,곽도원은 이 남성을 근처 주거지에 내려준 뒤 봉성리사무소 인근 교차로까지 차를 몰았으며 신호를 대기하던 중 잠이 들었다.
5743,곽도원의 소속사는 음주운전이 알려진 뒤 “곽도원은 변명의 여지 없이 책임을 통감하고 있다.
5744,심려를 끼쳐 죄송하고 물의를 일으킨 점 다시 한번 진심으로 사과드린다며 고개를 숙였다.
5745,제니 댈러스 공연 무대 의상 입고 매력 발산 섹시한 팅커벨 의상을 입고 셀카를 찍고 있는 블랙핑크 제니.
5746,/ 사진블랙핑크 제니 인스타그램 캡처그룹 블랙핑크 제니가 섹시한 의상을 입고 팅커벨 같은 발랄한 모습을 보였습니다.
5747,제니는 어깨가 모두 드러나는 시원한 탱크톱과 짧은 치마를 입은 셀카를 공개했습니다.
5748,/ 사진블랙핑크 제니 인스타그램 캡처사진 속에는 귀여우면서도 섹시한 요정 같은 제니의 매력이 한껏 담겼습니다.
5749,사진을 본 네티즌들은 여왕 제니 제니의 미모는 다른 레벨이다 가장 핫한 미모를 가진 연예인 등 뜨거운 반응을 보였습니다.
5750,사진이윤진 인스타그램 배우 이범수의 아내이자 통역사로 활동 중인 이윤진이 탈모에 대해 털어놨다.
5751,출처| 스포티비뉴스DB스포티비뉴스장다희 기자 연예계가 막장으로 치닫고 있다.
5752,경찰은 차량 운전자가 술을 마신 것 같다는 주민의 신고를 받고 출동해 곽도원을 붙잡았다.
5753,한 유튜버는 곽도원이 함께 영화를 찍은 후배 배우에게 폭언을 했다는 주장을 제기했다.
5754,유튜버에 따르면 피해자는 곽도원과 한 영화에서 호흡을 맞춘 주연급 후배로 크랭크인부터 크랭크업까지 곽도원에게 연기력이 아쉽다는 지적을 받았다.
5755,또한 크랭크업을 앞두고 가진 술자리에서는 상당히 수위가 높은 비하 발언을 들었다고 한다.
5756,이에 대해 소속사 마다엔터테인먼트 관계자는 현재 곽도원과 관련한 각종 추측과 왜곡된 보도가 난무하고 있는 상황이다며 당사자에게 확인되지 않은 추측들과 왜곡된 기사는 자제해 주시길 간곡히 부탁드린다며 폭언·폭행 의혹에 대해 반박했다.
5757,경찰은 최근 마약 투약 혐의로 체포된 다른 피의자를 조사하던 중 돈스파이크가 수차례 마약을 투약했다는 진술을 확보하고 그를 체포했다.
5758,결국 돈스파이크는 도주 우려가 있다는 이유로 구속 철창 신세를 지게 됐다.
5759,출처|서민재 인스타그램난데없는 SNS 게시물로 마약 투약 정황이 알려져 논란이 된 가수 남태현과 인플루언서 서민재는 결국 경찰에 불려갔다.
5760,경찰은 국과수 감정 결과가 나오면 이를 토대로 두 사람에 대한 조사를 진행할 방침이다.
5761,해당 게시물은 논란이 되자 즉시 삭제됐지만 마약 투약 정황이 담긴 글인 만큼 큰 논란을 불렀다.
5762,이튿날 서민재는 SNS에 연인과 서로의 잘못으로 다툼이 있었다며 스트레스로 정신과 약을 적정량보다 많이 먹어서 이성을 잃은 상태였다고 해명했다.
5763,남태현 역시 연인 사이에 다툼이 있었지만 잘 화해했다며 사태를 무마시키려 했지만 경찰 조사를 피하지는 못했다.
5764,그는 당시 “조선아시아태평양평화위원회의 초청으로 북한을 방문해 조선아태평화위원회 김성혜 실장을 비롯한 북측 고위관계자와 남북교류협력 사업에 대해 구체적이고 세부적인 논의를 진행했다고 밝혔다.
5765,공판준비기일은 향후 공판이 효율적으로 진행되도록 검찰과 변호인이 미리 쟁점사항을 정리하고 증거조사 방법 등을 논의하는 절차다.
5766,그러나 이 전 부지사와 A씨는 각각 녹색·하늘색 수의를 입고 함께 모습을 드러냈다.
5767,━ 법카 사용 의혹에 이화영·쌍방울 부회장 “혐의 부인 이 전 부지사와 A씨 측은 이날 공판준비기일을 마친 뒤 취재진과 만난 자리에서 혐의를 부인했다.
5768,이 전 부지사의 변호인은 “(이 전 부지사는) 쌍방울로부터 법인카드를 받아서 쓴 적이 없다며 “검찰의 공소장에 나온 것처럼 이 사건은 이재명 더불어민주당 대표와 관련 없는 사건이라고 선을 그었다.
5769,A씨 측은 재판부에 검찰의 공소제기 절차에 대한 문제를 지적하는 의견서를 제출했다.
5770,검찰은 쌍방울 측이 킨텍스의 호텔 건립사업 태양광 시설 건립사업 남북교류사업 등 계열사들이 참여하고자 하는 사업과 관련한 도움을 받고자 이 전 부지사에게 정치자금을 지속해서 제공한 것으로 판단했다.
5771,그러나 이 전 부지사와 A씨는 지난달 열린 영장실질심사에서도 모든 혐의를 부인했다.
5772,쌍방울이 아닌 다른 업체에서도 A씨를 허위로 직원 명부에 올리고 급여와 차량을 받았다는 의혹도 들여다보고 있다.
5773,공개된 영상 속 이지현은 아들이 좋아하는 컵라면을 들고 인증샷을 남기고 있다.
5774,지난해 JTBC 예능 프로그램 용감한 솔로 육아-내가 키운다에 출연해 두 자녀와의 일상을 공개했으며 최근 여러 방송에서 활약하고 있다.
5775,음주운전으로 의심된다는 신고를 받고 출동해 차 안에서 곯아떨어진 곽도원을 발견했다.
5776,경찰은 동승자에 대해 음주운전 방조 혐의 적용을 검토하는 한편 조만간 곽도원을 검찰에 송치할 방침이다.
5777,▲ 출처| 고소영 인스타그램스포티비뉴스정혜원 인턴기자 배우 고소영이 두 아이들의 근황을 공개했다.
5778,최근 고소영은 자신의 인스타그램 스토리에 보라색 하트와 함께 사진을 게재했다.
5779,공개된 사진에는 고소영의 아들과 딸로 보이는 두 아이의 뒷모습이 담겨 있다.
5780,사진 출처류이서 SNS 사진 출처류이서 SNS스포츠조선 정빛 기자 신화 전진과 아내 류이서가 선남서녀 비주얼을 뽐냈다.
5781,서울경제DB서울경제 영화배우 곽도원이 음주운전 당시 동승자가 있었던 것으로 확인됐다.
5782,곽씨는 이 남성을 인근 주거지에 내려준 뒤 봉성리사무소 인근 교차로까지 차를 몰았으며 신호를 대기하던 중 잠이 들었다.
5783,음주운전으로 의심된다’는 주민 신고를 받고 출동해 차 안에서 곯아떨어진 곽씨를 발견했다.
5784,한편 경찰은 동승자에 대해 음주운전 방조 혐의 적용을 검토하는 한편 조만간 곽씨를 검찰에 송치할 방침이다.
5785,걸그룹 ‘마마무’ 팬들이 객석에서 ‘무 모양의 응원봉’을 흔들며 무대 공연을 응원하고 있다.
5786,■ 눈물나는 BTS 입대…슬프지만 그들의 복귀 기다릴 거예요 정말 슬퍼서 눈물도 흘렸지만….
5787,(이솔데 루한 / 노르웨이 출신 K팝 팬)일부 멤버가 먼저 입대하고 나머지는 계속 활동해야 한다고 생각하는 사람들의 마음을 이해해요.
5788,(크리스틴 / 스웨덴 출신 K팝 팬) 세계로 뻗어나가는 한류의 중심 K팝(K-POP).
5789,현재 K팝계의 가장 뜨거운 이슈는 바로 BTS(방탄소년단)의 입대 소식입니다.
5790,최근 KBS 인터뷰에 응한 외국인들은 BTS의 입대에 아쉬움을 드러내면서도 K팝을 좋아하는 팬으로서 그들의 복귀를 기다리겠다고 말했습니다.
5791,먼 나라에서부터 우리 음악을 찾아 듣고 K팝 스타들의 무대를 보기 위해 바다 건너 한국에까지 온 해외 팬들.
5792,아시아부터 남미까지 다양한 국적의 외국인들이 열혈 K팝 팬이 된 까닭은 무엇일까요?
5793,걸그룹 ‘드림캐쳐’(부부가 들고 있는 사진 속 그룹)의 팬인 이들은 KBS 음악 프로그램 ‘뮤직뱅크’ 방청을 여러 번 신청할 만큼 K팝에 대한 애정이 남달랐다.
5794,각자 좋아하는 K팝 가수들의 사전 녹화 및 생방송을 방청하기 위해 입장 순서에 따라 대기하는 상황이었는데요.
5795,여기서 퍼포먼스란 노래와 춤을 포함한 개인기 무대 효과 등 공연에서 진행되는 모든 것을 뜻합니다.
5796,해외 팬들은 K팝 가수들이 완벽한 무대를 선사하기 위해 열심히 노력한 퍼포먼스에서 다른 나라 음악과 차별화된 재미와 감동을 느낀다고 전했습니다.
5797,(사진 출처연합뉴스) 마카오와 홍콩에서 온 미아·아리아나씨는 인터뷰 당시 뮤직뱅크에 출연하는 보이그룹 스트레이 키즈의 공연을 보기 위해 입장을 대기하고 있었습니다.
